N,P,K,pH,crop,N_class,P_class,K_class,pH_class,crop_encoded
49.38175230530873,19.244160602715212,82.52384724431872,5.005172159945188,sugarcane,deficient,deficient,optimal,optimal,3
56.71217607817336,81.50177462965154,51.573291040423165,6.588032828720069,potato,deficient,optimal,deficient,excess,1
57.31889955627258,87.95548616430584,56.38312160933404,5.583554172146291,wheat,deficient,excess,optimal,deficient,5
109.7132983871446,74.04092397677782,22.004054266882072,6.9330471501466375,maize,optimal,optimal,optimal,optimal,0
52.06302576417939,33.853351541941194,91.56044179318565,8.202713165334693,wheat,deficient,optimal,optimal,excess,5
45.89292449095224,22.27207877062464,75.1778740744361,5.013230654709417,maize,deficient,optimal,optimal,deficient,0
91.8863671560522,39.89589316044354,19.926517398533427,6.947125295476436,maize,optimal,optimal,deficient,optimal,0
81.76038973200949,71.1775838414548,89.11104967091813,4.70063743632144,wheat,optimal,optimal,optimal,deficient,5
92.70494480190816,82.34887900398785,83.81322470958051,5.576063142276439,tomato,deficient,optimal,optimal,optimal,4
114.06359495923554,64.27422859362633,37.08760528827314,5.716382479359979,sugarcane,optimal,optimal,deficient,optimal,3
53.16994256262117,71.37875121107909,88.4119702938443,4.939869639468551,tomato,deficient,optimal,optimal,deficient,4
136.00121555056623,68.13661275327883,39.08914320471364,7.765035835425907,potato,optimal,optimal,deficient,excess,1
31.18606183784277,71.66729378826687,89.78340447089663,7.079768550819994,maize,deficient,optimal,optimal,excess,0
49.60100443919541,31.00609678685602,74.3449549451247,8.078548110636381,wheat,deficient,optimal,optimal,excess,5
125.63333536365414,84.6188560018384,83.62096332754149,6.561149901892399,rice,optimal,excess,optimal,excess,2
66.01687266753117,38.64631513945975,40.81297811430794,7.1483641070556825,potato,deficient,deficient,deficient,excess,1
66.59777198844964,57.00649506484069,77.29906990551126,6.357305372713387,rice,deficient,optimal,optimal,optimal,2
56.59513023219368,14.207480797663235,80.91967115785627,8.2366655315993,potato,deficient,deficient,deficient,excess,1
23.94667004195252,34.58625664622569,23.7258802728646,4.939889085902488,rice,deficient,optimal,deficient,deficient,2
7.36490775801873,14.077136767636366,84.09916109136252,7.933775367536066,potato,deficient,deficient,deficient,excess,1
61.45723773893934,39.76727687800127,20.365288998803827,7.535264616644309,tomato,deficient,deficient,deficient,excess,4
53.34885884642636,62.86455355445171,44.77690828578368,7.641167790585093,maize,deficient,optimal,optimal,excess,0
85.78580989045611,41.88635038813825,68.38278720501106,6.434587526327649,wheat,optimal,optimal,optimal,optimal,5
6.897365261451643,16.96283248727604,44.19241127084769,4.601640246472195,wheat,deficient,deficient,optimal,deficient,5
119.19927342421109,70.86625779481304,63.13848379965636,6.316829514273541,wheat,optimal,optimal,optimal,optimal,5
124.84191052597734,57.15198818891975,23.946789829170832,6.056577118399548,wheat,optimal,optimal,deficient,optimal,5
78.85519572277693,15.464046046253788,47.7336771858871,7.660350490066325,maize,optimal,deficient,optimal,excess,0
147.683822465047,6.580825647104692,23.8050162152439,8.467705296942217,potato,optimal,deficient,deficient,excess,1
109.28584887309944,81.99580019592142,45.8164581771154,5.465874950988423,potato,optimal,optimal,deficient,deficient,1
76.21955757033565,85.67274303224661,27.18813590245305,4.775408355725382,maize,optimal,optimal,optimal,deficient,0
37.62898121011882,82.53679343389935,87.38278102180428,8.402757703265568,sugarcane,deficient,optimal,optimal,excess,3
45.07364348252555,89.87895228881615,93.41144626953714,6.409927001349084,tomato,deficient,optimal,optimal,optimal,4
103.60584410624524,27.120386018651004,59.22327705044949,7.18928805217395,potato,optimal,deficient,deficient,excess,1
96.9244603151902,19.910412490440173,49.090734528261045,8.35731626264148,potato,deficient,deficient,deficient,excess,1
59.80459472515567,7.865535237565506,10.352917607718627,7.708962896795708,maize,deficient,deficient,deficient,excess,0
21.69493169761857,18.57032201983103,49.57741449723089,5.513245610649335,potato,deficient,deficient,deficient,optimal,1
118.05597312196169,75.96341840632525,48.86099935511746,7.261198876180057,maize,optimal,optimal,optimal,excess,0
10.76044221395182,75.43336210531592,15.543997176197928,7.178054711826686,rice,deficient,excess,deficient,excess,2
136.73329039665902,62.78746491637959,58.14574185138558,6.056903109146884,wheat,optimal,optimal,optimal,optimal,5
65.59009660205263,45.3753339748805,68.2449919971724,5.531997296525475,rice,deficient,optimal,optimal,optimal,2
136.517681036668,32.15763310039672,84.07265290527747,6.968622656853625,tomato,optimal,deficient,optimal,excess,4
51.98956346330274,46.22237590579875,22.689004620644333,5.454926199709945,maize,deficient,optimal,optimal,deficient,0
87.83428970862195,23.412039285581084,59.0755799562202,7.775669822308881,tomato,deficient,deficient,deficient,excess,4
23.55378988410231,68.57314917608166,28.430345883501666,6.871682147026786,rice,deficient,optimal,deficient,excess,2
37.66734860271033,87.55381541464742,94.25618361799638,7.94948576729054,wheat,deficient,excess,optimal,excess,5
83.65795334226053,34.912153904153385,27.444697511498106,6.846216147906743,maize,optimal,optimal,optimal,optimal,0
74.5351718758563,39.8942222992394,98.52964016117154,4.651103331108089,maize,optimal,optimal,optimal,deficient,0
118.01520451612924,78.6477939328601,10.172352327929628,7.692674769579067,maize,optimal,optimal,deficient,excess,0
80.18367780463386,30.96930734388876,55.73781030112481,5.0274413081755664,tomato,deficient,deficient,deficient,deficient,4
125.8032785519666,10.176293670803208,39.43116724341639,6.083145090722039,sugarcane,optimal,deficient,deficient,optimal,3
38.82000788904763,61.0105506488421,69.13900051737288,7.63431088898947,maize,deficient,optimal,optimal,excess,0
33.25309434459632,53.01939721722727,39.27932284456252,5.134759333843711,sugarcane,deficient,optimal,deficient,optimal,3
78.33888127454864,75.3886520458456,68.45535514068897,6.734998953462929,wheat,deficient,optimal,optimal,optimal,5
135.87289485441383,48.967936219387184,95.98367820270263,4.602460372689762,maize,optimal,optimal,optimal,deficient,0
62.21375231874215,26.31821208194512,20.07110996864128,8.045026718356384,wheat,deficient,deficient,deficient,excess,5
63.890280455537,15.457474956445148,39.109346524615376,8.0013013949713,rice,deficient,deficient,deficient,excess,2
78.26718878987326,19.154108547983935,28.30496422680435,7.737017472297275,rice,deficient,deficient,deficient,excess,2
126.93994281873196,36.45775004631869,85.99453469129912,4.948051344197639,rice,optimal,optimal,optimal,deficient,2
13.498100730123207,5.658277215343814,99.65472425189245,5.6134425411093165,rice,deficient,deficient,optimal,optimal,2
107.64852659446426,63.26230396832819,26.11361446531887,7.491776413570022,sugarcane,optimal,optimal,deficient,optimal,3
35.54979776589114,31.866493965080053,76.61076670331877,7.47623848989773,wheat,deficient,optimal,optimal,excess,5
40.78136391542306,86.51805581635217,20.83831805594347,5.047673473319714,potato,deficient,optimal,deficient,deficient,1
117.61933357826008,87.5775879372523,25.25305695800764,8.423817311351382,rice,optimal,excess,deficient,excess,2
40.71585739959412,59.60389797320347,85.55940522117102,6.584656206176589,maize,deficient,optimal,optimal,optimal,0
6.948170382313165,10.84889761347482,82.46793123222979,4.594565837732876,potato,deficient,deficient,deficient,deficient,1
73.55882449504054,11.155719149687345,89.18070427363378,6.9097517609897725,sugarcane,deficient,deficient,optimal,optimal,3
25.118567651899927,67.56797634123626,67.87367746317952,4.723137508154053,potato,deficient,optimal,deficient,deficient,1
92.79021992612353,81.57758876185655,48.22342371450417,7.0386728986963885,wheat,optimal,excess,optimal,excess,5
80.15312051643463,69.18774758454873,70.4496857293193,4.66869934706204,maize,optimal,optimal,optimal,deficient,0
29.04084505585214,10.653269151466189,90.74817772356408,6.258391998405923,sugarcane,deficient,deficient,optimal,optimal,3
145.63076210159568,53.83555343825444,76.7619230604522,5.941175450637017,tomato,optimal,optimal,deficient,optimal,4
114.93391261110408,6.009887696476113,83.63389062887538,7.5969259292346205,maize,optimal,deficient,optimal,excess,0
148.41598009123044,60.686917721794366,23.602240806473723,7.203326036930326,maize,optimal,optimal,optimal,excess,0
40.37805408663122,27.7219907275778,53.19799238793538,5.613968524250894,potato,deficient,deficient,deficient,optimal,1
144.17635834496787,20.37868411865842,80.45738520226026,8.47867979109509,potato,optimal,deficient,deficient,excess,1
43.089535649528045,69.91376222474088,91.86044722534145,6.255392443685862,tomato,deficient,optimal,optimal,optimal,4
5.193010978497475,70.27219993867308,11.87477517403229,5.734665181583959,tomato,deficient,optimal,deficient,optimal,4
45.05065373249118,11.298840227832695,62.81853756349734,4.642556050500962,tomato,deficient,deficient,deficient,deficient,4
78.0662424920275,52.05865653712036,45.57045939143208,7.794844919856631,wheat,deficient,optimal,optimal,excess,5
25.94929522608188,39.18364542573656,55.55142612115827,5.763138013917063,wheat,deficient,optimal,optimal,deficient,5
126.6522541477127,61.31982077303902,16.507332764758353,4.9668884167423215,potato,optimal,optimal,deficient,deficient,1
48.01016251979372,62.37825694296799,89.5191400181549,6.031241841731736,rice,deficient,optimal,optimal,optimal,2
50.65554086241782,50.71750947382874,70.99490189021762,6.1034337996309445,maize,deficient,optimal,optimal,optimal,0
15.517956858262345,17.878291345084264,46.04688098273016,6.782464648836294,rice,deficient,deficient,deficient,excess,2
88.7059305404687,43.58715011051602,47.35331209166948,5.226220112074963,rice,deficient,optimal,deficient,deficient,2
25.128854366632137,76.935565423204,25.58370616095312,5.567528703653152,sugarcane,deficient,optimal,deficient,optimal,3
19.85339355611126,81.62870969105226,48.97770355856511,7.648624566944328,sugarcane,deficient,optimal,optimal,optimal,3
95.9236623179975,83.72859258432398,81.9729596777403,6.003269093827846,sugarcane,optimal,optimal,optimal,optimal,3
50.28475498736984,16.44402024968811,42.93872957070145,8.174680888190691,tomato,deficient,deficient,deficient,excess,4
40.24013620922506,89.11249098675798,33.509191508586746,7.519285303299311,wheat,deficient,excess,deficient,excess,5
42.80001124186281,41.48253205061756,36.49671368837263,5.499964218176775,sugarcane,deficient,deficient,deficient,optimal,3
109.17681653595216,88.50948294827967,28.050636639418386,6.187852483085639,wheat,optimal,excess,deficient,optimal,5
122.07254627189975,12.829205869141042,18.66390067625628,4.800147124484572,potato,optimal,deficient,deficient,deficient,1
108.21684416490848,22.20172226385808,89.5145486538264,6.137636462813777,rice,optimal,optimal,optimal,optimal,2
77.67301328595079,77.4461079024593,62.64140813766579,8.108609144003427,sugarcane,deficient,optimal,optimal,excess,3
26.304647870443542,50.58763909267167,75.69149484588331,7.755264495799543,tomato,deficient,optimal,deficient,excess,4
118.53489131284928,84.5146735118402,13.41612423643122,4.921747938152629,rice,optimal,excess,deficient,deficient,2
80.74008818052438,53.08100668565441,70.0437217902471,8.243151308132525,potato,deficient,optimal,deficient,excess,1
144.6943746901973,28.07502094028823,58.96381818127621,7.966335894614316,maize,optimal,optimal,optimal,excess,0
124.41561326842884,61.26345127103297,58.411852878896994,8.00105178461673,potato,optimal,optimal,deficient,excess,1
109.09824161264204,46.38334904301736,69.01506859734668,6.089250914826774,tomato,optimal,deficient,deficient,optimal,4
65.25895937916053,33.582143740389625,70.87054429427785,4.677995133301093,maize,optimal,optimal,optimal,deficient,0
16.062720703518227,64.82833120362872,98.53012330809892,8.423331583177035,maize,deficient,optimal,optimal,excess,0
48.57484171385728,44.18697153331408,17.20974103981003,8.384613773353252,sugarcane,deficient,deficient,deficient,excess,3
84.09206779267134,27.652217125429928,68.27655117551876,5.525256670506112,wheat,optimal,deficient,optimal,deficient,5
10.700246003976954,49.79295457381787,34.95013254809162,5.154787798354258,sugarcane,deficient,deficient,deficient,optimal,3
145.09002063413064,27.190783099376272,28.927821825688376,8.240437295054205,rice,optimal,optimal,deficient,excess,2
134.0535185824401,5.856678344396721,61.895490702476046,7.812380136180423,maize,optimal,deficient,optimal,excess,0
28.237833133346687,10.561461574208074,42.08129172346788,5.108866748875949,maize,deficient,deficient,optimal,deficient,0
104.20288444445973,6.57874040448406,65.10297947298703,7.600927255895935,sugarcane,optimal,deficient,optimal,optimal,3
89.65984808163951,72.76652287054951,53.21272176996269,7.414217063553946,maize,optimal,optimal,optimal,excess,0
105.77215876194992,13.359510724921527,40.89979219790261,8.434040579451658,sugarcane,optimal,deficient,optimal,excess,3
101.72355743647915,36.61609669675413,92.0773797439382,5.372234037036042,tomato,optimal,deficient,optimal,deficient,4
116.0644936584867,26.868744925189024,13.581889527216097,8.291307053985506,sugarcane,optimal,deficient,deficient,excess,3
112.40848563712152,74.51818687541694,86.22165789813225,6.641953514455303,potato,optimal,optimal,deficient,excess,1
24.015540912727914,72.59151014339497,94.90074883386542,7.019914659621183,rice,deficient,excess,optimal,excess,2
100.9188792336858,66.26561559922388,29.860108779799948,6.169649829439672,sugarcane,optimal,optimal,deficient,optimal,3
53.98142373898379,20.85430336075826,94.9649401625653,5.79429520885205,maize,deficient,optimal,optimal,optimal,0
71.91908703121396,11.981708345134535,42.3243236516883,6.270907085343589,wheat,deficient,deficient,optimal,optimal,5
28.541671415478085,65.72828099233158,90.9869414697783,8.062276682513263,rice,deficient,optimal,optimal,excess,2
147.50599851450104,35.71620671842558,28.42514304141098,7.644326004763934,sugarcane,optimal,deficient,deficient,optimal,3
24.501785560470328,44.842257711712776,62.69198250679823,5.597336749436509,rice,deficient,optimal,deficient,optimal,2
114.19061584503964,25.933984722774976,86.33603652242289,6.441422710667901,maize,optimal,optimal,optimal,optimal,0
116.63921979930475,84.07151107167302,34.35834429186386,6.968189355607648,tomato,optimal,optimal,deficient,excess,4
113.38746411832308,43.31232567913923,44.732866455038966,5.6110931068230006,potato,optimal,deficient,deficient,optimal,1
132.16400022712426,85.64671164045627,23.860912337236023,7.9888365567320605,maize,optimal,optimal,optimal,excess,0
138.94681532929164,21.89333272300942,11.901698266289234,5.442163460285604,wheat,optimal,deficient,deficient,deficient,5
76.49122801108173,82.10566572023939,21.392766848183225,5.1073943732197264,maize,optimal,optimal,optimal,deficient,0
32.780236182948734,69.70276119082628,54.43175235643614,4.555233588857382,potato,deficient,optimal,deficient,deficient,1
130.64349077420516,59.09155829002392,61.80133869817971,8.326552461321697,maize,optimal,optimal,optimal,excess,0
48.863180208059816,80.75506669853861,43.818358294760046,7.666202203071379,maize,deficient,optimal,optimal,excess,0
115.63987938892964,65.41433704555396,35.00602467798231,5.009973129042287,sugarcane,optimal,optimal,deficient,optimal,3
49.75354698294726,81.39698859859561,96.47215038984474,7.271505163834522,maize,deficient,optimal,optimal,excess,0
63.053343536211614,30.533892866834464,31.261129749425105,5.20846172709447,sugarcane,deficient,deficient,deficient,optimal,3
87.95751162105942,11.530858122624265,46.04814385376093,7.562079617846642,sugarcane,deficient,deficient,optimal,optimal,3
100.88202329615612,46.18018418130464,77.28099443526223,5.164704076022737,wheat,optimal,optimal,optimal,deficient,5
88.01600009708856,26.68126576165134,27.80867351023317,4.5373699266760426,wheat,optimal,deficient,deficient,deficient,5
21.41446002463293,28.13780640729323,28.33403218726386,5.244304149222936,maize,deficient,optimal,optimal,deficient,0
90.5552816128712,69.93592120736521,39.15791145681255,8.007134991362488,tomato,deficient,optimal,deficient,excess,4
39.97823356511203,56.10767075000486,84.65683437571433,5.498860887044405,sugarcane,deficient,optimal,optimal,optimal,3
137.400981674035,64.27106242434499,89.58606613647116,7.353218954117825,tomato,optimal,optimal,optimal,excess,4
122.79157029893358,10.60068598663596,40.86013205921656,5.963644503168808,sugarcane,optimal,deficient,optimal,optimal,3
92.5769041459078,62.337373083458246,12.257777777546316,5.93555890384362,wheat,optimal,optimal,deficient,deficient,5
15.862450917653344,63.57728431050909,46.32149960620582,5.511690401802127,potato,deficient,optimal,deficient,optimal,1
88.73964138889897,64.4434910423223,44.20813141193442,8.281706977801694,sugarcane,deficient,optimal,optimal,excess,3
143.23494465499206,54.34666876063581,52.73388035417489,6.672887330372797,maize,optimal,optimal,optimal,optimal,0
26.53606048005672,88.14782791179424,54.17893991395874,7.536969180065138,tomato,deficient,optimal,deficient,excess,4
26.381039772596196,69.81341745726554,65.28149404008695,6.550012991114083,wheat,deficient,optimal,optimal,optimal,5
69.19630077763446,40.52544713837771,74.7573516250837,8.473317510899047,maize,optimal,optimal,optimal,excess,0
37.47772392659839,11.51796962806935,34.89545662369495,4.587263237425741,rice,deficient,deficient,deficient,deficient,2
120.63979113093298,62.236591382744535,51.27254647132496,4.75140156252824,sugarcane,optimal,optimal,optimal,deficient,3
26.092204854200737,20.89277786970974,21.325106518259894,7.679272261032153,maize,deficient,optimal,optimal,excess,0
138.066622130905,19.06212013299629,56.03230750952756,4.997132994783079,rice,optimal,deficient,deficient,deficient,2
18.98414952430658,55.77108452141449,49.34721775799622,4.542738118674907,tomato,deficient,optimal,deficient,deficient,4
115.80671871496588,85.92828310311319,22.337249624613754,7.260125832168743,rice,optimal,excess,deficient,excess,2
114.39828541456328,69.944309336754,31.592408210579016,5.514332280728896,wheat,optimal,optimal,deficient,deficient,5
132.25293952406085,86.2284486479943,25.797858708318973,7.60356374823016,sugarcane,optimal,optimal,deficient,optimal,3
103.18792872248969,19.402607946370544,91.56962978494542,5.714576520692027,wheat,optimal,deficient,optimal,deficient,5
99.20168955150086,20.78883108993664,70.85131507684903,4.609408592438404,tomato,deficient,deficient,deficient,deficient,4
51.25262972544552,24.24213110021593,22.323615404358137,4.615883635022478,sugarcane,deficient,deficient,deficient,deficient,3
17.366946064403272,44.87711672397639,11.236258280618806,7.397718252690375,rice,deficient,optimal,deficient,excess,2
9.30330957241772,65.33124041002014,97.92943520776932,7.777459409026196,sugarcane,deficient,optimal,optimal,optimal,3
98.23207312920805,7.117330678081394,52.62592039457778,6.345780146752895,potato,deficient,deficient,deficient,optimal,1
31.700077547134416,37.94566691039034,94.53635262028072,5.637811639917796,rice,deficient,optimal,optimal,optimal,2
71.38652803393452,65.4279395676447,78.28909898873546,5.233971614855147,maize,optimal,optimal,optimal,deficient,0
121.69462158109356,37.134482814669646,60.68579231669061,6.072955437065985,wheat,optimal,optimal,optimal,optimal,5
124.96735699506031,18.63835610485765,66.85383174378742,7.46124805845063,tomato,optimal,deficient,deficient,excess,4
149.518976388555,61.86104991539649,26.93755901317073,6.359374996198223,potato,optimal,optimal,deficient,optimal,1
129.95089249216707,38.81569185194721,84.7534657445929,7.981217105852719,rice,optimal,optimal,optimal,excess,2
23.886840669634825,22.609952103331626,76.31703256990107,6.050944933912255,maize,deficient,optimal,optimal,optimal,0
133.3599979743216,5.301979215065709,92.22241269195877,6.890403510550604,maize,optimal,deficient,optimal,optimal,0
39.13379237156016,76.31391801722319,52.69768073561159,5.220796656285569,wheat,deficient,optimal,optimal,deficient,5
70.29880166609036,24.14904220124929,52.58967452368177,5.671468829629712,wheat,deficient,deficient,optimal,deficient,5
21.822784682154545,10.499269556123282,35.58537662869014,8.201748432191255,rice,deficient,deficient,deficient,excess,2
41.68070355632998,48.94248454294,68.914860880579,5.14577420222782,potato,deficient,deficient,deficient,deficient,1
99.13900939071864,59.22071242205569,72.80379986119564,7.723949884313896,sugarcane,optimal,optimal,optimal,optimal,3
48.782139456003456,79.79490741482873,17.32471188812387,5.121492638783389,sugarcane,deficient,optimal,deficient,optimal,3
34.07682811334104,89.55358774056482,87.68398759219201,7.163948252610975,rice,deficient,excess,optimal,excess,2
37.14044996659863,59.86482086681035,24.87438045206371,8.371679348748259,wheat,deficient,optimal,deficient,excess,5
131.94564635308137,22.426455351002584,25.42154186483001,7.059410562961162,maize,optimal,optimal,optimal,excess,0
133.38063660300497,25.924894946570717,57.90521988387183,5.439902424525391,rice,optimal,optimal,deficient,deficient,2
95.55297228668452,11.06077528556086,48.0067484804945,8.028809104510685,maize,optimal,deficient,optimal,excess,0
6.157465512439031,51.524606542382365,21.50337116300652,6.969306626429898,tomato,deficient,optimal,deficient,excess,4
123.1406264228064,48.85952205990745,17.262765936800868,4.647089986528717,rice,optimal,optimal,deficient,deficient,2
100.06996088934864,62.5654517243136,36.88797526179954,5.1388013776382895,tomato,optimal,optimal,deficient,deficient,4
29.963402895842417,40.44892853828228,55.58702071592731,5.729425860191494,rice,deficient,optimal,deficient,optimal,2
140.99189698706692,20.55766399463348,38.61116450645919,6.128551943308629,wheat,optimal,deficient,deficient,optimal,5
131.1598244034973,70.82756073508583,14.81303652855014,5.730994985590267,maize,optimal,optimal,deficient,optimal,0
14.313414009533066,74.87071014116428,97.95788780961544,7.901167689912287,sugarcane,deficient,optimal,optimal,optimal,3
62.01088500099175,21.59767496760541,90.84254302370007,6.007588296918254,sugarcane,deficient,deficient,optimal,optimal,3
37.65431130210978,19.977517865220836,50.72001668295373,5.91382939186275,wheat,deficient,deficient,optimal,deficient,5
19.788052245821447,14.20127468670302,83.54418110141067,6.885139851507016,sugarcane,deficient,deficient,optimal,optimal,3
105.43194133382848,25.88534808220612,49.35215310445273,6.909006523115355,tomato,optimal,deficient,deficient,excess,4
49.540460860393885,87.60146899497263,89.30336581405308,4.777224029684752,rice,deficient,excess,optimal,deficient,2
28.76144276059488,12.99301142108963,89.638036690334,7.221340794392712,tomato,deficient,deficient,optimal,excess,4
18.649200728165617,75.11059412974284,19.3024560888616,6.393479330718202,potato,deficient,optimal,deficient,optimal,1
81.99274119832289,12.958085058171635,28.909878778740463,7.685701066746978,rice,deficient,deficient,deficient,excess,2
49.36849686165412,69.12698313703568,47.19199269379804,8.411508277337528,rice,deficient,optimal,deficient,excess,2
52.39918603091372,64.2234477376397,95.85066822588732,8.36274293605693,potato,deficient,optimal,deficient,excess,1
126.1352644340933,71.03395316461261,39.42870175589998,5.399067489694144,wheat,optimal,optimal,deficient,deficient,5
50.777455137161006,38.1169507635944,59.9115748087145,7.194425779989924,tomato,deficient,deficient,deficient,excess,4
98.03859026041135,24.88907903747513,34.86910097510832,5.6831668609870745,maize,optimal,optimal,optimal,optimal,0
36.10285439441609,66.26818469092231,44.61874839210962,8.317130176729142,wheat,deficient,optimal,optimal,excess,5
24.562853853792003,36.17853118582288,98.85813182165882,6.226709651893823,wheat,deficient,optimal,optimal,optimal,5
7.05231824860064,16.020093658562452,29.832747799559883,4.702413000558094,sugarcane,deficient,deficient,deficient,deficient,3
70.37480472080216,71.40555174713113,39.030019189353695,7.80087707363528,maize,optimal,optimal,optimal,excess,0
10.999319767174892,68.07430961611247,91.52971015813856,8.47497183934094,rice,deficient,optimal,optimal,excess,2
71.87201133914354,27.94393343793958,90.65541638236915,5.273878741898127,maize,optimal,optimal,optimal,deficient,0
107.60550586076732,39.91703709113781,82.18885527351881,5.740729968767367,rice,optimal,optimal,optimal,optimal,2
146.1603677962896,64.58048695595798,41.10663691836362,7.631210323583591,potato,optimal,optimal,deficient,excess,1
96.73910497824106,85.07803352675806,13.468628827221632,5.74566195286244,rice,deficient,excess,deficient,optimal,2
76.38024400275341,66.59990710575872,48.37518905754485,7.882738161129283,potato,deficient,optimal,deficient,excess,1
120.03326210727558,86.7035550664326,87.53580174139508,7.858088148453395,maize,optimal,optimal,optimal,excess,0
60.638172949071134,10.155623054908956,97.3811467708848,7.810099237567078,maize,optimal,deficient,optimal,excess,0
114.27187590001094,59.07597138935397,40.1588328103629,7.645058583575708,potato,optimal,optimal,deficient,excess,1
135.0768423940607,73.82025841361474,93.02499831615556,6.992200907820468,maize,optimal,optimal,optimal,optimal,0
140.97489085552886,79.8326216473716,22.030998098418536,7.27350604154516,tomato,optimal,optimal,deficient,excess,4
53.03683463911214,81.02082813391436,89.14802148306555,5.868033449812379,wheat,deficient,excess,optimal,deficient,5
57.83987073017724,65.08372388668849,37.2569547611314,7.227069528264392,wheat,deficient,optimal,deficient,excess,5
53.07458946847251,32.42065661312195,28.210338596744865,5.7509336278125565,maize,deficient,optimal,optimal,optimal,0
32.45015473109193,22.9658061971808,14.448474007784556,8.121829641953507,tomato,deficient,deficient,deficient,excess,4
87.40084883631606,39.21231982966527,59.63004963895101,4.988708868373616,sugarcane,deficient,deficient,optimal,deficient,3
55.78872122924575,43.75716448186617,96.37454248851805,5.386896962069072,sugarcane,deficient,deficient,optimal,optimal,3
19.268685805269858,71.92991449174478,50.86539527119616,4.551050597735358,rice,deficient,excess,deficient,deficient,2
113.39009252410848,71.91641221066013,34.45995576643905,4.582877860676977,potato,optimal,optimal,deficient,deficient,1
47.3304923298335,60.05737997774786,60.99711576319965,4.812828702195899,sugarcane,deficient,optimal,optimal,deficient,3
137.95815484444347,89.72527474788517,43.04828321281392,6.096282227475642,potato,optimal,optimal,deficient,optimal,1
27.55123709649994,53.03632961314485,21.026973888109787,7.359129858474773,tomato,deficient,optimal,deficient,excess,4
147.71188535309852,61.51941521423645,87.87286020214087,5.139464113225027,maize,optimal,optimal,optimal,deficient,0
94.00269460816877,56.78316952159306,60.21626292886169,8.049102750326842,wheat,optimal,optimal,optimal,excess,5
54.31934498258833,45.33386473312111,94.83132939190874,7.8373041409319,tomato,deficient,deficient,optimal,excess,4
77.7643920532569,16.50105202890881,92.75528191031997,5.078703041624268,wheat,deficient,deficient,optimal,deficient,5
140.09513984578535,52.20022564148928,36.29996706117247,6.88610010948601,wheat,optimal,optimal,deficient,excess,5
99.27817893664266,78.98359477405361,65.77075275984015,7.021902628272214,tomato,deficient,optimal,deficient,excess,4
64.28532503533546,18.118441281010934,45.29735103350283,7.53688612348515,tomato,deficient,deficient,deficient,excess,4
83.07699678367906,66.60772627164656,95.48689154675483,6.369335695626998,wheat,optimal,optimal,optimal,optimal,5
114.57204158021824,24.709645398462072,72.94992358621583,7.822669982669808,tomato,optimal,deficient,deficient,excess,4
56.48747603637342,75.01778690265184,80.90370960421593,7.768091171103881,rice,deficient,excess,optimal,excess,2
9.366843782700537,33.472786294490945,49.454445671575385,4.952735368635945,potato,deficient,deficient,deficient,deficient,1
71.37704637552504,70.75043348763204,89.0573610392752,7.984218776025227,sugarcane,deficient,optimal,optimal,optimal,3
55.39180659676094,27.701984301081342,30.69326093843781,4.808699196350007,rice,deficient,optimal,deficient,deficient,2
20.534528979321287,64.04128069593777,94.15354950022054,5.829183169514074,rice,deficient,optimal,optimal,optimal,2
27.55215572608466,54.25228260644643,74.76808874593493,7.734937286060029,maize,deficient,optimal,optimal,excess,0
8.79614273492795,8.89120361658886,24.705278901494644,6.447482465499943,sugarcane,deficient,deficient,deficient,optimal,3
24.469168779836615,37.623348936146925,56.879828322169786,5.7807451907513405,tomato,deficient,deficient,deficient,optimal,4
63.88747742535412,46.261173918655565,49.017309953609264,7.295360278320004,maize,optimal,optimal,optimal,excess,0
35.54126483886912,36.667112303660886,72.94934445298155,7.239858935975498,tomato,deficient,deficient,deficient,excess,4
118.6535834219392,31.215777396694527,82.24784609331935,5.786163816427271,rice,optimal,optimal,optimal,optimal,2
33.08469616751738,38.73824465797366,57.00438305144906,8.33064700897684,wheat,deficient,optimal,optimal,excess,5
118.21831408936666,18.47905461507614,55.58691704262343,5.151334429983959,rice,optimal,deficient,deficient,deficient,2
138.78919262375925,12.4567448865431,30.81430890827155,4.87980974041653,wheat,optimal,deficient,deficient,deficient,5
17.59200327523024,79.83228505580702,26.61714631544616,5.625625790334524,maize,deficient,optimal,optimal,optimal,0
126.7442366685816,27.771996316006565,46.41297746369874,6.17477487250026,maize,optimal,optimal,optimal,optimal,0
52.72678336151933,83.60374073768186,12.30767287107784,6.062055077439816,sugarcane,deficient,optimal,deficient,optimal,3
133.20070714530698,42.73599493894082,45.10244515268504,8.223543494125655,tomato,optimal,deficient,deficient,excess,4
127.88430718702124,70.65950910710319,92.02473663843172,7.007093879389176,sugarcane,optimal,optimal,optimal,optimal,3
102.73447661593217,11.21931626281851,10.36082731811148,7.1145765600673645,tomato,optimal,deficient,deficient,excess,4
119.14244547209069,37.4589304684495,53.082150377425485,8.084761519123129,tomato,optimal,deficient,deficient,excess,4
38.88866201403543,29.335605599177708,16.681928288885253,4.617316411087301,potato,deficient,deficient,deficient,deficient,1
64.26426446050269,27.917945188712903,63.881925145554575,7.9095431175038495,sugarcane,deficient,deficient,optimal,optimal,3
98.91622642914167,60.876446291308106,62.05878560944512,5.150215391282774,tomato,deficient,optimal,deficient,deficient,4
